466,2,7,3,1,1,2,2,5,2
467,2,7,2,1,1,2,2,2,2
468,2,9,2,1,1,2,2,2,2
469,2,7,2,1,1,2,2,2,2
470,2,2,2,2,2,2,2,2,2
471,2,9,2,1,1,2,2,2,2
472,2,7,2,1,1,2,2,2,2
473,2,7,2,1,1,2,2,2,2
474,2,5,2,1,2,1,2,2,2
475,2,9,2,1,1,2,2,2,2
476,2,9,2,1,1,2,2,2,2
477,2,9,2,1,1,2,2,2,2
478,2,2,2,2,2,1,1,2,2
479,2,9,2,1,1,2,2,2,2
480,2,9,2,1,1,2,2,2,2
481,2,9,2,1,1,2,2,2,2
482,2,9,2,1,1,2,2,2,2
483,1,3,2,1,1,2,2,2,2
484,2,1,2,1,1,2,2,2,2
485,2,9,2,1,1,2,2,2,2
486,1,3,2,1,1,2,2,2,2
487,2,3,2,1,1,2,2,2,2
488,2,5,2,1,3,1,1,2,2
489,1,7,2,1,1,2,2,2,2
490,2,9,2,1,1,2,2,2,2
491,2,7,2,1,1,2,2,2,2
492,2,2,2,2,2,2,2,2,2
493,2,10,2,1,1,2,2,2,2
494,2,11,2,1,1,2,2,2,2
495,2,9,2,1,1,2,2,2,2
496,2,9,2,1,1,2,2,2,2
497,2,9,2,1,1,2,2,2,2
498,1,2,2,2,2,2,2,2,2
499,1,3,2,8,2,1,1,3,2
500,2,7,2,1,1,2,2,2,2
501,2,9,2,1,1,2,2,2,2
502,2,9,2,1,1,2,2,2,2
503,2,9,2,1,1,2,2,2,2
504,2,9,2,1,1,2,2,2,2
505,2,9,2,1,1,2,2,2,2
506,2,9,2,1,1,1,1,3,2
507,2,7,2,1,1,2,2,2,2
508,2,9,2,1,1,2,2,2,2
509,2,9,2,1,1,2,2,2,2
510,2,7,2,1,1,2,2,2,2
511,2,7,2,1,1,2,2,2,2
512,2,7,2,1,1,2,2,2,2
513,2,2,2,7,2,2,2,2,2
514,2,9,2,1,1,2,2,2,2
515,2,9,2,1,1,2,2,2,2
516,2,9,2,1,1,2,2,2,2
517,2,3,2,1,1,2,2,2,2
518,2,9,2,1,1,2,2,2,2
519,2,9,2,1,1,2,2,2,2
520,2,9,2,1,1,2,2,2,2
521,2,2,2,2,2,2,2,2,2
522,1,9,2,1,1,2,2,2,2
523,2,7,2,1,1,2,2,2,2
524,2,9,2,1,1,2,2,2,2
525,2,7,2,1,1,2,2,2,2
526,2,7,2,1,1,2,2,2,2
527,2,7,2,1,1,2,2,2,2
528,2,9,2,1,1,2,2,2,2
529,2,9,2,1,1,2,2,2,2
530,2,10,2,1,1,2,2,2,2
531,1,7,2,1,1,2,2,2,2
532,2,9,2,1,1,2,2,2,2
533,2,9,2,1,1,2,2,2,2
534,2,9,2,1,1,2,2,2,2
535,1,3,2,1,1,2,2,2,2
536,1,9,2,1,1,2,2,2,2
537,2,9,2,1,1,2,2,2,2
538,2,9,2,1,1,2,2,2,2
539,1,3,2,10,2,2,2,2,2
540,2,9,2,1,1,2,2,2,2
541,2,7,2,1,1,2,2,2,2
542,2,9,2,1,1,2,2,2,2
543,2,7,2,1,1,2,2,2,2
544,2,9,2,1,1,2,2,2,2
545,2,9,2,1,1,2,2,2,2
546,2,9,2,1,1,2,2,2,2
547,2,9,2,1,1,2,2,2,2
548,1,3,2,1,1,2,2,2,2
549,2,9,2,1,1,2,2,2,2
550,2,7,2,1,1,2,2,2,2
551,2,9,2,1,1,2,2,2,2
552,1,9,2,1,1,2,2,2,2
553,2,9,2,1,1,2,2,2,2
554,2,9,2,1,1,2,2,2,2
555,2,9,2,1,1,2,2,2,2
556,2,7,2,1,1,2,2,2,2
557,2,9,2,1,1,2,2,2,2
558,1,9,2,1,1,2,2,2,2
559,2,7,2,1,1,2,2,2,2
560,2,9,2,1,1,2,2,2,2
561,2,9,2,1,1,2,2,2,2
562,2,9,2,1,1,2,2,2,2
563,1,2,2,2,2,2,2,2,2
564,1,5,2,1,1,2,2,4,2
565,2,9,2,1,1,2,2,2,2
566,2,7,2,1,1,2,2,2,2
567,2,9,2,1,1,2,2,2,2
568,2,9,2,1,1,2,2,2,2
569,1,9,2,1,1,2,2,2,2
570,2,5,2,1,1,2,2,2,2
571,2,9,2,1,1,2,2,2,2
572,2,9,2,1,1,2,2,2,2
573,1,3,2,1,1,2,2,2,2
574,2,7,2,1,1,2,2,2,2
575,2,9,2,1,1,2,2,2,2
576,2,9,2,1,1,2,2,2,2
577,2,9,2,1,1,2,2,2,2
578,2,9,2,1,1,2,2,2,2
579,2,9,2,1,1,2,2,2,2
580,1,7,2,1,1,2,2,2,2
581,2,9,2,1,1,2,2,2,2
582,2,9,2,1,1,2,2,2,2
583,2,9,2,1,1,2,2,2,2
584,2,7,2,1,1,2,2,2,2
585,2,9,2,1,1,2,2,2,2
586,2,9,2,1,1,2,2,2,2
587,1,9,2,1,1,2,2,2,2
588,2,9,2,1,1,2,2,2,2
589,2,9,2,1,1,2,2,2,2
590,2,7,2,1,1,2,2,2,2
591,2,9,2,1,1,2,2,2,2
592,2,9,2,1,1,2,2,2,2
593,2,7,2,1,1,2,2,2,2
594,2,9,2,1,1,2,2,2,2
595,2,9,2,1,1,2,2,2,2
596,2,9,2,1,1,2,2,2,2
597,1,9,2,1,1,2,2,2,2
598,2,9,2,1,1,2,2,2,2
599,2,7,3,1,1,2,2,4,2
600,2,9,2,1,1,2,2,2,2
601,2,3,2,1,1,2,2,2,2
602,2,9,2,1,1,2,2,2,2
603,2,7,2,1,1,2,2,2,2
604,1,7,2,1,1,2,2,2,2
605,2,9,2,1,1,2,2,2,2
606,2,3,2,1,1,2,2,2,2
607,1,7,2,1,1,2,2,2,2
608,2,7,2,1,1,2,2,2,2
609,2,9,2,1,1,2,2,2,2
610,2,9,2,1,1,2,2,2,2
611,2,9,2,1,1,2,2,2,2
612,1,2,2,2,2,2,2,2,2
613,2,9,2,1,1,2,2,2,2
614,2,9,2,1,1,2,2,2,2
615,2,7,2,1,1,2,2,2,2
616,2,7,2,1,1,2,2,2,2
617,2,9,2,1,1,2,2,2,2
618,2,3,2,1,1,2,2,2,2
619,2,9,2,1,1,2,2,2,2
620,2,9,2,1,1,2,2,2,2
621,2,7,2,1,1,2,2,2,2
622,2,2,2,1,1,2,2,2,2
623,2,5,2,1,1,2,2,2,2
624,2,7,2,1,1,2,2,2,2
625,1,7,2,1,1,2,2,2,2
626,2,9,2,1,1,2,2,2,2
627,2,9,2,1,1,2,2,2,2
628,2,9,2,1,1,2,2,2,2
629,2,9,2,1,1,2,2,2,2
630,1,4,2,6,2,2,2,2,2
631,2,7,2,1,1,2,2,2,2
632,2,9,2,1,1,2,2,2,2
633,2,9,2,1,1,2,2,2,2
634,2,2,2,2,2,2,2,2,2
635,2,5,2,1,1,2,2,2,2
636,2,3,2,1,1,2,2,2,2
637,2,7,2,1,1,2,2,2,2
638,2,9,2,1,1,2,2,2,2
639,1,9,2,1,1,2,2,2,2
640,2,5,2,1,3,2,2,2,2
641,2,7,2,1,1,2,2,2,2
642,2,7,2,1,1,2,2,2,2
643,2,9,2,1,1,2,2,2,2
644,2,3,2,1,1,2,2,2,2
645,2,9,2,1,1,2,2,2,2
646,2,9,2,1,1,2,2,2,2
647,1,9,2,1,1,2,2,2,2
648,2,9,2,1,1,2,2,2,2
649,1,9,2,1,1,2,2,2,2
650,2,3,2,1,1,2,2,2,2
651,2,9,2,1,1,2,2,2,2
652,2,9,2,1,1,2,2,2,2
653,2,9,2,1,1,2,2,2,2
654,2,9,2,1,1,2,2,2,2
655,2,9,2,1,1,2,2,2,2
656,2,9,2,1,1,2,2,2,2
657,1,7,2,1,1,2,2,2,2
658,2,7,2,1,1,2,2,2,2
659,1,9,2,1,1,2,2,2,2
660,2,9,2,1,1,2,2,2,2
661,2,7,2,1,1,2,2,2,2
662,2,9,2,1,1,2,2,2,2
663,1,7,2,1,1,2,2,2,2
664,2,2,2,2,2,1,1,4,2
665,1,2,2,2,2,2,2,2,2
666,1,3,2,1,1,2,2,2,2
667,1,3,2,1,1,2,2,2,2
668,1,3,2,1,1,2,2,2,2
669,2,7,2,1,1,2,2,2,2
670,2,9,2,1,1,2,2,2,2
671,2,9,2,1,1,2,2,2,2
672,2,9,2,1,1,2,2,2,2
673,2,7,2,1,1,2,2,2,2
674,2,9,2,1,1,2,2,2,2
675,2,7,2,1,1,2,2,2,2
676,2,9,2,1,1,2,2,2,2
677,1,9,2,1,1,2,2,2,2
678,2,9,2,1,1,2,2,2,2
679,1,2,2,2,2,2,2,2,2
680,2,7,2,1,1,2,2,2,2
681,2,9,2,1,1,2,2,2,2
682,2,7,2,1,1,2,2,2,2
683,2,9,2,1,1,2,2,2,2
684,2,9,2,1,1,2,2,2,2
685,2,3,2,1,1,2,2,2,2
686,2,7,2,1,1,2,2,2,2
687,2,9,2,1,1,2,2,2,2
688,2,7,2,1,1,2,2,2,2
689,2,2,2,2,2,2,2,2,2
690,2,9,2,1,1,2,2,2,2
691,2,9,2,1,1,2,2,2,2
692,2,9,2,1,1,2,2,2,2
693,2,9,2,1,1,2,2,2,2
694,2,2,2,2,2,2,2,2,2
695,2,7,2,1,1,2,2,2,2
696,2,7,2,1,1,2,2,2,2
697,2,5,2,1,1,2,2,2,2
698,2,9,2,1,1,2,2,2,2
