0,2,5,9,1,0,1
1,2,5,9,1,0,1
2,3,7,19,1,0,1
3,3,7,9,1,0,1
4,2,5,9,1,0,1
5,3,7,15,1,0,1
6,3,7,9,1,4,1
7,3,7,9,1,0,1
8,2,8,18,1,0,1
9,2,10,10,1,0,1
10,2,5,9,1,0,1
11,2,6,16,1,2,1
12,3,7,9,2,0,1
13,3,7,16,1,0,1
14,3,7,15,1,4,1
15,3,7,19,1,0,1
16,2,5,9,1,2,1
17,3,7,9,1,0,1
18,2,5,9,1,2,1
19,2,5,9,1,0,1
20,3,7,4,1,0,1
21,3,7,9,1,0,1
22,3,7,19,1,4,1
23,3,7,19,1,0,1
24,3,7,9,1,0,1
25,3,7,19,1,4,1
26,2,5,9,1,4,1
27,3,7,15,1,0,1
28,2,6,9,1,4,1
29,2,5,9,1,0,1
30,3,7,15,1,2,1
31,2,5,9,1,2,1
32,3,7,9,1,0,1
33,2,5,4,1,0,1
34,2,5,9,1,0,1
35,3,7,19,1,0,1
36,2,10,16,1,0,1
37,3,7,19,1,2,1
38,3,7,9,1,4,1
39,2,8,4,1,2,1
40,3,7,19,4,0,1
41,3,7,19,1,4,1
42,3,7,16,1,0,1
43,3,7,9,1,4,1
44,2,4,1,1,2,1
45,2,5,6,1,3,1
46,2,2,10,1,4,1
47,3,7,4,1,0,1
48,3,7,19,1,0,1
49,2,5,9,1,0,1
50,2,5,9,1,4,1
51,3,7,19,1,2,1
52,2,5,4,1,0,1
53,3,7,9,1,0,1
54,2,5,9,1,0,1
55,3,7,9,1,2,1
56,3,7,15,1,0,1
57,2,6,9,1,4,1
58,3,7,19,1,0,1
59,3,7,19,1,0,1
60,2,10,4,1,0,1
61,3,10,9,1,0,1
62,2,5,9,1,2,1
63,3,7,19,1,4,1
64,3,7,15,1,0,1
65,3,7,16,1,4,1
66,2,10,10,1,0,1
67,3,7,4,1,0,1
68,3,7,16,1,0,1
69,3,7,4,1,0,1
70,3,7,9,1,0,1
71,2,8,4,1,2,1
72,3,7,15,1,4,1
73,3,7,19,1,0,1
74,2,5,9,1,0,1
75,2,10,17,3,0,1
76,2,5,4,1,0,1
77,3,7,19,1,4,1
78,2,5,4,1,0,1
79,3,7,9,1,2,1
80,3,7,16,1,4,1
81,2,5,9,1,2,1
82,2,10,10,1,0,1
83,2,10,9,1,0,1
84,2,10,16,1,4,1
85,1,10,10,1,0,1
86,3,7,9,1,4,1
87,2,5,9,1,0,1
88,2,5,9,1,0,1
89,3,7,9,1,0,1
90,3,7,19,1,4,1
91,3,7,16,1,0,1
92,3,7,19,1,0,1
93,3,7,15,1,4,1
94,1,6,17,1,4,1
95,2,5,9,1,0,1
96,3,7,15,1,0,1
97,3,7,19,1,2,1
98,2,5,16,3,0,1
99,2,10,10,1,0,1
100,3,7,9,1,0,1
101,2,5,9,1,2,1
102,3,7,9,1,0,1
103,2,5,9,1,0,1
104,3,7,9,1,0,1
105,3,7,19,3,2,1
106,3,7,15,1,0,1
107,3,7,9,1,4,1
108,1,10,9,1,0,1
109,3,7,4,1,4,1
110,3,7,9,1,0,1
111,2,10,9,1,0,1
112,3,7,19,1,0,1
113,3,7,19,1,2,1
114,2,5,9,1,2,1
115,3,7,19,1,0,1
116,2,10,16,1,0,1
117,3,7,9,1,0,1
118,3,10,4,1,0,1
119,3,7,9,1,4,1
120,3,7,16,1,0,1
121,2,5,9,1,2,1
122,3,10,9,1,0,1
123,3,7,19,1,4,1
124,2,5,16,1,4,1
125,2,5,15,1,0,1
126,3,7,19,1,4,1
127,3,7,19,1,2,1
128,3,7,19,1,0,1
129,2,10,9,1,4,1
130,3,7,19,1,2,1
131,1,10,10,1,0,1
132,2,10,9,1,0,1
133,2,10,10,2,1,1
134,2,5,9,1,2,1
135,3,7,4,1,0,1
136,2,5,9,1,0,1
137,3,7,19,1,4,1
138,2,10,16,1,4,1
139,3,7,19,1,4,1
140,2,5,16,1,0,1
141,2,5,9,1,2,1
142,3,7,19,1,0,1
143,2,6,19,1,0,1
144,3,7,9,1,0,1
145,3,7,19,1,4,1
146,2,5,9,1,2,1
147,3,7,16,1,0,1
148,3,10,9,1,4,1
149,3,7,19,1,4,1
150,3,7,19,1,2,1
151,2,10,4,1,0,1
152,3,7,16,1,4,1
153,2,4,9,1,0,1
154,3,7,9,1,0,1
155,2,10,4,2,3,1
156,2,5,5,1,2,1
157,2,5,9,1,2,1
158,2,5,9,4,4,1
159,2,10,16,1,0,1
160,1,4,9,1,0,1
161,3,7,15,1,2,1
162,2,10,9,1,0,1
163,1,10,19,1,4,1
164,2,5,9,4,0,1
165,3,7,4,1,0,1
166,3,10,9,1,0,1
167,2,10,9,1,0,1
168,3,7,4,1,4,1
169,2,10,9,1,2,1
170,2,4,16,1,4,1
171,3,7,15,1,0,1
172,3,7,16,1,0,1
173,3,7,19,1,4,1
174,3,7,19,1,2,1
175,3,7,9,1,4,1
176,3,7,9,1,4,1
177,3,7,4,1,2,1
178,3,7,19,1,2,1
179,3,7,9,1,0,1
180,2,5,10,1,0,1
181,2,10,4,1,0,1
182,3,7,9,1,0,1
183,3,7,16,1,1,1
184,2,10,9,1,2,1
185,3,7,19,1,4,1
186,3,7,19,1,0,1
187,1,10,10,1,0,1
188,1,10,1,1,0,1
189,3,7,19,1,0,1
190,3,7,19,1,3,1
191,3,7,9,1,0,1
192,3,7,16,1,0,1
193,3,7,19,1,4,1
194,1,10,19,1,4,1
195,2,10,16,1,0,1
196,2,5,7,2,3,1
197,3,7,9,1,0,1
198,2,8,4,1,0,1
199,3,7,19,1,4,1
200,2,10,9,1,4,1
201,2,4,4,1,0,1
202,3,7,15,1,0,1
203,3,7,9,1,0,1
204,3,7,19,1,0,1
205,2,5,9,1,4,1
206,3,7,16,1,4,1
207,3,7,15,1,2,1
208,2,5,9,1,2,1
209,2,5,4,1,2,1
210,3,7,19,1,0,1
211,3,7,19,1,3,1
212,3,7,10,1,4,1
213,2,5,4,1,0,1
214,3,7,15,1,0,1
215,2,5,9,1,0,1
